source,text,created_at,retweet_count,favorite_count,is_retweet,id_str
Twitter for Android,The third mass attack (slaughter) in days by ISIS. 200 dead in Baghdad worst in many years. We do not have leadership that can stop this!,07/04/2016 11:54,6921,20028,FALSE,7.50E+17
Twitter for Android,Crooked Hillary will NEVER be able to handle the complexities and danger of ISIS - it will just go on forever. We need change!,07/04/2016 12:00,6654,19947,FALSE,7.50E+17
Twitter for iPhone,Happy 4th of July! #Trump2016 #AmericaFirst https://t.co/Ndb3AQrLtY https://t.co/YhHyQjwJW6,07/04/2016 13:32,7751,20511,FALSE,7.50E+17
Twitter for Android,Dishonest media is trying their absolute best to depict a star in a tweet as the Star of David rather than a Sheriff's Star or plain star!,07/04/2016 13:42,7368,24255,FALSE,7.50E+17
Twitter for Android,Senator Tom Cotton was great on Meet the Press yesterday. Despite a totally one-sided interview by Chuck Todd the end result was solid!,07/04/2016 13:56,3453,13674,FALSE,7.50E+17
Twitter for Android,Spent time with Indiana Governor Mike Pence and family yesterday. Very impressed great people!,07/04/2016 14:11,3427,13908,FALSE,7.50E+17
Twitter for Android,I look forward to meeting @joniernst today in New Jersey. She has done a great job as Senator of Iowa!,07/04/2016 14:19,3234,12562,FALSE,7.50E+17
Twitter for Android,The only people who are not interested in being the V.P. pick are the people who have not been asked!,07/04/2016 14:25,4750,17316,FALSE,7.50E+17
Twitter for Android,"Crooked Hillary Clinton is ""guilty as hell"" but the system is totally rigged and corrupt! Where are the 33000 missing e-mails?",07/04/2016 15:26,10675,28516,FALSE,7.50E+17
Twitter for Android,With Hillary and Obama the terrorist attacks will only get worse. Politically correct fools won't even call it what it is - RADICAL ISLAM!,07/04/2016 15:34,12179,32641,FALSE,7.50E+17
Twitter for Android,Why is President Obama allowed to use Air Force One on the campaign trail with Crooked Hillary? She is flying with him tomorrow. Who pays?,07/04/2016 22:30,21965,56036,FALSE,7.50E+17
Twitter for Android,"On @FoxNews at 7:00 P.M. ""Special: Meet the Trumps"" Hope you enjoy!",07/04/2016 22:59,2945,12772,FALSE,7.50E+17
Twitter for Android,Taxpayers are paying a fortune for the use of Air Force One on the campaign trail by President Obama and Crooked Hillary. A total disgrace!,07/05/2016 11:14,14660,38176,FALSE,7.50E+17
Twitter for Android,It was great spending time with @joniernst yesterday. She has done a fantastic job for the people of Iowa and U.S. Will see her again!,07/05/2016 12:05,3823,15035,FALSE,7.50E+17
Twitter Web Client,The system is rigged. General Petraeus got in trouble for far less. Very very unfair! As usual bad judgment.,07/05/2016 15:37,22434,55949,FALSE,7.50E+17
Twitter Web Client,FBI director said Crooked Hillary compromised our national security. No charges. Wow! #RiggedSystem,07/05/2016 15:39,40146,78067,FALSE,7.50E+17
Twitter Web Client,Looking forward to meeting with @SenBobCorker in a little while. We will be traveling to North Carolina together today.,07/05/2016 18:36,3850,15765,FALSE,7.50E+17
Twitter for iPhone,My son @EricTrump will be interviewed by @SeanHannity tonight at 10pm on @FoxNews. Enjoy!,07/06/2016 00:52,2743,12260,FALSE,7.50E+17
Twitter for iPhone,I will be interviewed by @oreillyfactor tonight on @FoxNews at 11pm. Enjoy!,07/06/2016 02:21,2311,10637,FALSE,7.51E+17
Twitter for Android,Raised a lot of money for the Republican Party. There will be a big gasp when the figures are announced in the morning. Lots of support! Win,07/06/2016 04:23,6073,25238,FALSE,7.51E+17
Twitter for Android,"I don't think the voters will forget the rigged system that allowed Crooked Hillary to get away with ""murder."" Come November 8 she's out!",07/06/2016 04:30,12931,37161,FALSE,7.51E+17
Twitter for Android,Crooked Hillary Clinton is unfit to serve as President of the U.S. Her temperament is weak and her opponents are strong. BAD JUDGEMENT!,07/06/2016 04:36,8388,26365,FALSE,7.51E+17
Twitter for Android,"Crooked Hillary Clinton and her team ""were extremely careless in their handling of very sensitive highly classified information."" Not fit!",07/06/2016 11:12,7802,23041,FALSE,7.51E+17
Twitter for Android,Crooked Hillary has once again been proven to be a person who is dishonest incompetent and of very bad judgement.,07/06/2016 11:21,8445,24447,FALSE,7.51E+17
Twitter for iPhone,The rigged system may have helped Hillary Clinton escape criminal charges but...https://t.co/KO64IAMDgj https://t.co/8CBSfNpl2l,07/06/2016 12:11,7099,16142,FALSE,7.51E+17
Twitter for Android,Crooked Hillary Clinton lied to the FBI and to the people of our country. She is sooooo guilty. But watch her time will come!,07/06/2016 12:31,10376,28329,FALSE,7.51E+17
Twitter for Android,I made a lot of money in Atlantic City and left 7 years ago great timing (as all know). Pols made big mistakes now many bankruptcies.,07/06/2016 13:08,3526,12826,FALSE,7.51E+17
Twitter for Android,Hillary Clinton should ask why the Democrat pols in Atlantic City made all the wrong moves - Convention Center Airport - and destroyed City,07/06/2016 13:12,4292,13544,FALSE,7.51E+17
Twitter for Android,Even the once great Caesars is bankrupt in A.C. Others to follow. Ask the Democrat City Council what happened to Atlantic City.,07/06/2016 13:24,4934,14681,FALSE,7.51E+17
Twitter for Android,Sleepy eyes Chuck Todd a man with so little touch for politics is at it again.He could not have watched my standing ovation speech in N.C.,07/06/2016 14:01,4224,15070,FALSE,7.51E+17
Twitter for Android,I have over seven million hits on social media re Crooked Hillary Clinton. Check it out Sleepy Eyes @MarkHalperin @NBCPolitics,07/06/2016 14:06,5014,16589,FALSE,7.51E+17
Twitter Web Client,Convention speaker schedule to be released tomorrow. Let today be devoted to Crooked Hillary and the rigged system under which we live.,07/06/2016 15:32,8228,24462,FALSE,7.51E+17
Twitter for iPhone,To all of my twitter followers please contribute whatever you can to the campaign. We must beat Crooked Hillary. https://t.co/Xv8Q1GuWiH,07/06/2016 21:58,9615,24409,FALSE,7.51E+17
Twitter for iPhone,Where is the outrage for this Disney book? Is this the 'Star of David' also? Dishonest media! #Frozen https://t.co/4LJBpSm8xa,07/07/2016 01:34,25762,61853,FALSE,7.51E+17
Twitter for iPhone,Great being in Cincinnati Ohio last night- thank you! Off to Washington D.C. now. #Trump2016 #AmericaFirst https://t.co/sryJgRyd56,07/07/2016 11:33,4942,19545,FALSE,7.51E+17
Twitter for Android,Just leaving D.C. Had great meetings with Republicans in the House and Senate. Very interesting day! These are people who love our country!,07/07/2016 18:07,6801,27028,FALSE,7.51E+17
Twitter for iPhone,Thank you Rep. Collins! #Trump2016 https://t.co/zkmPywMDxg,07/07/2016 20:04,3288,10484,FALSE,7.51E+17
Twitter for iPhone,#MakeAmericaGreatAgain  https://t.co/fxlVgfAA1l,07/07/2016 20:06,6479,18093,FALSE,7.51E+17
Twitter for iPhone,Thank you Speaker @PRyan!#AmericaFirst #Trump2016  https://t.co/PPsyxGPdFc,07/07/2016 20:09,4528,14553,FALSE,7.51E+17
Twitter for Android,After today Crooked Hillary can officially be called Lyin' Crooked Hillary.,07/08/2016 01:52,19665,53961,FALSE,7.51E+17
Twitter for Android,Prayers and condolences to all of the families who are so thoroughly devastated by the horrors we are all watching take place in our country,07/08/2016 11:02,28267,83769,FALSE,7.51E+17
Twitter for iPhone,Last night's horrific execution-style shootings of 12 Dallas law enforcement officers...https://t.co/mwzYU98yTt,07/08/2016 13:20,7237,19359,FALSE,7.51E+17
Twitter for iPhone,Due to the horrific events taking place in our country I have decided to postpone my speech on economic opportunity- today in Miami.,07/08/2016 14:32,8817,40164,FALSE,7.51E+17
Twitter for iPhone,Isn't it sad that on a day of national tragedy Hillary Clinton is answering softball questions about her email lies on @CNN?,07/08/2016 21:31,13748,41848,FALSE,7.52E+17
Twitter for iPhone,MAKE AMERICA SAFE AGAIN!https://t.co/m0AJWlV8nm https://t.co/P0GleHEmJy,07/08/2016 23:26,14333,38652,FALSE,7.52E+17
Twitter for Android,Way to go @serenawilliams  - you are a true champion. Proud of you!,07/09/2016 15:18,5601,24636,FALSE,7.52E+17
Twitter for iPhone,New poll - thank you! #Trump2016https://t.co/Mi87Vmw06H https://t.co/WmqvcYG4r3,07/09/2016 21:22,9010,23710,FALSE,7.52E+17
Twitter for Android,Look what is happening to our country under the WEAK leadership of Obama and people like Crooked Hillary Clinton. We are a divided nation!,07/10/2016 12:02,18701,55201,FALSE,7.52E+17
Twitter for Android,President Obama thinks the nation is not as divided as people think. He is living in a world of the make believe!,07/10/2016 18:27,11731,34687,FALSE,7.52E+17
Twitter for Android,The media is so dishonest. If I make a statement they twist it and turn it to make it sound bad or foolish.They think the public is stupid!,07/10/2016 18:42,14239,44036,FALSE,7.52E+17
Twitter for Android,I heard that the underachieving John King of @CNN on Inside Politics was one hour of lies. Happily few people are watching - dead network!,07/10/2016 18:58,6468,22562,FALSE,7.52E+17
Twitter for iPhone,Join me in Westfield Indiana- tomorrow night at 7:30pm! #Trump2016 Tickets: https://t.co/Jj9TmSEoOd https://t.co/Rq6YRHlpib,07/11/2016 11:57,4091,12373,FALSE,7.52E+17
Twitter for iPhone,Thoughts and prayers with the victims and their families- along with everyone at the Berrien County Courthouse in St. Joseph Michigan.,07/11/2016 19:51,8942,28555,FALSE,7.53E+17
Twitter for iPhone,Great poll- Florida! Thank you! https://t.co/4FuPpL5WOM,07/11/2016 21:40,8661,25203,FALSE,7.53E+17
Twitter for iPhone,Speech on Veterans' Reform:https://t.co/XB7RMwesMK,07/11/2016 22:18,3407,9550,FALSE,7.53E+17
Twitter for iPhone,Senior United States District Judge Robert E. Payne today ruled in favor of Trump campaign delegates who had argued..https://t.co/qVwfjgCHU7,07/12/2016 00:56,5205,14018,FALSE,7.53E+17
Twitter for iPhone,#MakeAmericaGreatAgain #ImWithYouhttps://t.co/lb5ViCDH0g https://t.co/roVn7pAVfy,07/12/2016 02:12,5300,15033,FALSE,7.53E+17
Twitter for Android,Crime is out of control and rapidly getting worse. Look what is going on in Chicago and our inner cities. Not good!,07/12/2016 11:58,6309,20791,FALSE,7.53E+17
Twitter for iPhone,For too many years our inner cities have been left behind. I am going to deliver jobs safety and protection for those in need.,07/12/2016 12:55,6666,20733,FALSE,7.53E+17
Twitter for iPhone,This election is a choice between law order &amp; safety - or chaos crime &amp; violence. I will make America safe again for everyone. #ImWithYou,07/12/2016 12:57,10919,29844,FALSE,7.53E+17
Twitter for Android,Bernie Sanders who has lost most of his leverage has totally sold out to Crooked Hillary Clinton. He will endorse her today - fans angry!,07/12/2016 13:36,10572,30480,FALSE,7.53E+17
Twitter for Android,I am somewhat surprised that Bernie Sanders was not true to himself and his supporters. They are not happy that he is selling out!,07/12/2016 13:39,13353,37635,FALSE,7.53E+17
Twitter for iPhone,#CrookedHillary is not qualified!https://t.co/6qi7KTW43O,07/12/2016 16:45,12693,23691,FALSE,7.53E+17
Twitter for iPhone,Bernie Sanders endorsing Crooked Hillary Clinton is like Occupy Wall Street endorsing Goldman Sachs.,07/12/2016 17:01,36168,53157,FALSE,7.53E+17
Twitter for iPhone,Bernie sanders has abandoned his supporters by endorsing pro-war pro-TPP pro-Wall Street Crooked Hillary Clinton.,07/12/2016 17:03,12842,30578,FALSE,7.53E+17
Twitter for iPhone,To all the Bernie voters who want to stop bad trade deals &amp; global special interests we welcome you with open arms. People first.,07/12/2016 17:04,13800,35932,FALSE,7.53E+17
Twitter for iPhone,The American people agree. No free pass for #CrookedHillary! https://t.co/lTjLVKkzh1,07/12/2016 21:10,10828,24046,FALSE,7.53E+17
Twitter for iPhone,I will be interviewed by @oreillyfactor tonight on @FoxNews at 8pm. Enjoy!,07/12/2016 21:59,2847,11258,FALSE,7.53E+17
Twitter for iPhone,Thank you Iowa- see you soon!#Trump2016 #ImWithYou https://t.co/gva0MbgnuO https://t.co/PE1jdqZysc,07/12/2016 22:19,5597,16355,FALSE,7.53E+17
Twitter for iPhone,THANK YOU INDIANA! #Trump2016 https://t.co/Jmkah9wGaA,07-13-2016 03:08:58,5609,19186,FALSE,7.53E+17
Twitter for Android,Justice Ginsburg of the U.S. Supreme Court has embarrassed all by making very dumb political statements about me. Her mind is shot - resign!,07-13-2016 04:54:40,11310,34875,FALSE,7.53E+17
Twitter for iPhone,Thank you! #ImWithYou https://t.co/6XkUQ0W4QS,07-13-2016 12:33:15,6361,18878,FALSE,7.53E+17
Twitter for iPhone,Thank you Florida Ohio and Pennsylvania! #CrookedHillary is not qualified. #ImWithYou https://t.co/M1yzgyeEdY,07-13-2016 12:50:04,11373,29429,FALSE,7.53E+17
Twitter for iPhone,#CrookedHillary is outspending me by a combined 31 to 1 in Florida Ohio &amp; Pennsylvania. I haven't started yet! https://t.co/BcoPrwqFMe,07-13-2016 21:22:44,7920,21581,FALSE,7.53E+17
Twitter for iPhone,New GOP platform now includes language that supports the border wall. We will build the wall and MAKE AMERICA SAFE AGAIN!,07-13-2016 21:56:42,5939,17974,FALSE,7.53E+17
Twitter for iPhone,The Republican platform is most pro-Israel of all time!,07-13-2016 22:05:22,4463,14900,FALSE,7.53E+17
Twitter for iPhone,Is President Obama trying to destroy Israel with all his bad moves? Think about it and let me know!,07-13-2016 22:06:30,4390,14753,FALSE,7.53E+17
Twitter for iPhone,Lyin' Crooked Hillary's email stories all have one thing in common. https://t.co/teoVCYXKOR,07-13-2016 22:11:04,7707,18412,FALSE,7.53E+17
Twitter for iPhone,Despite spending $500k a day on TV ads alone #CrookedHillary falls flat in nationwide @QuinnipiacPoll. Having ZERO impact. Sad!!,07-13-2016 22:19:48,4977,15728,FALSE,7.53E+17
Twitter for iPhone,Voters understand that Crooked Hillary's negative ads are not true- just like her email lies and her other fraudulent activity.,07-13-2016 22:22:20,8051,24455,FALSE,7.53E+17
Twitter for iPhone,On my way to San Diego to raise money for the Republican Party. I am spending a lot myself and also helping others.,07-13-2016 22:23:40,4060,16750,FALSE,7.53E+17
Twitter for iPhone,Is Supreme Court Justice Ruth Bader Ginsburg going to apologize to me for her misconduct? Big mistake by an incompetent judge!,07-13-2016 22:26:20,5629,20870,FALSE,7.53E+17
Twitter for iPhone,Even the @NYTimes and @WashingtonPost Editorial Boards condemned Justice Ginsburg for her ethical and legal breach. What was she thinking?,07-13-2016 22:27:45,5386,17798,FALSE,7.53E+17
Twitter for iPhone,If I win the Presidency we will swamp Justice Ginsburg with real judges and real legal opinions!,07-13-2016 22:28:44,8126,26131,FALSE,7.53E+17
Twitter for iPhone,I will be making the announcement of my Vice Presidential pick on Friday at 11am in Manhattan. Details to follow.,07-14-2016 01:19:51,15772,44596,FALSE,7.53E+17
Twitter for iPhone,Great new poll- thank you America!#Trump2016 #ImWithYou https://t.co/aVH9c5QRwc,07-14-2016 13:21:48,7428,23288,FALSE,7.54E+17
Twitter for iPhone,Another new poll. Thank you for your support! Join the MOVEMENT today! #ImWithYou https://t.co/3KWOl2ibaW https://t.co/miT4atHxQz,07-14-2016 14:53:46,8915,23473,FALSE,7.54E+17
Twitter for iPhone,I employ many people in the State of Virginia - JOBS JOBS JOBS! Crooked Hillary will sell us out just like her husband did with NAFTA.,07-14-2016 17:23:58,7394,23805,FALSE,7.54E+17
Twitter for Android,Another horrific attack this time in Nice France. Many dead and injured. When will we learn? It is only getting worse.,07-14-2016 22:40:31,24772,56414,FALSE,7.54E+17
Twitter for Android,In light of the horrible attack in Nice France I have postponed tomorrow's news conference concerning my Vice Presidential announcement.,07-14-2016 23:09:57,14984,46846,FALSE,7.54E+17
Twitter for iPhone,My prayers and condolences to the victims and families of the terrible tragedy in Nice France. We are with you in every way!,07-15-2016 00:39:27,15942,51035,FALSE,7.54E+17
Twitter for Android,#NeverTrump is never more. They were crushed last night in Cleveland at Rules Committee by a vote of 87-12. MAKE AMERICA GREAT AGAIN!,07-15-2016 14:31:18,10870,35647,FALSE,7.54E+17
Twitter for Android,Four more years of weakness with a Crooked Hillary Administration is not acceptable. Look what has happened to the world with O &amp; Hillary!,07-15-2016 14:41:20,10987,31808,FALSE,7.54E+17
Twitter for Android,I am pleased to announce that I have chosen Governor Mike Pence as my Vice Presidential running mate. News conference tomorrow at 11:00 A.M.,07-15-2016 14:50:55,38782,92250,FALSE,7.54E+17
Twitter for Android,Look forward to Governor Mike Pence V.P. introduction tomorrow in New York City.,07-16-2016 02:12:13,5703,25049,FALSE,7.54E+17
Twitter for Android,Look forward to introducing Governor Mike Pence (who has done a spectacular job in the great State of Indiana). My first choice from start!,07-16-2016 12:29:43,4878,21683,FALSE,7.54E+17
Twitter for Android,Crooked Hillary is spending big Wall Street money on ads saying I don't have foreign policy experience yet look what her policies have done,07-16-2016 13:08:43,9023,26358,FALSE,7.54E+17
Twitter for Android,Crooked Hillary who embarrassed herself and the country with her e-mail lies has been a DISASTER on foreign policy. Look what's happening!,07-16-2016 13:13:56,8136,25486,FALSE,7.54E+17
Twitter for Android,Very sad that a person who has made so many mistakes Crooked Hillary Clinton can put out such false and vicious ads with her phony money!,07-16-2016 13:19:11,7103,23083,FALSE,7.54E+17
Twitter for Android,Crooked Hillary Clinton is bought and paid for by Wall Street lobbyists and special interests. She will sell our country down the tubes!,07-16-2016 13:23:17,9253,27284,FALSE,7.54E+17
Twitter for iPhone,Thank you! #TrumpPence16 https://t.co/RHprMCsGT6,07-16-2016 16:13:29,10303,36108,FALSE,7.54E+17
Twitter Ads,Donate Today To Help Make America Great Again! You Can Help Stop Crooked Hillary Clinton! https://t.co/VlObaDG4eR https://t.co/mBDwW5orrd,07-16-2016 20:44:37,0,0,FALSE,7.54E+17
Twitter Ads,Donate Today To Help Make America Great Again! You Can Help Stop Crooked Hillary Clinton! https://t.co/swzCe5PiNI https://t.co/0fmgNBuAcc,07-16-2016 21:01:31,1051,2497,FALSE,7.54E+17
Twitter for Android,Thank you to Chris Cox and Bikers for Trump - Your support has been amazing. I will never forget. MAKE AMERICA GREAT AGAIN!,07-17-2016 03:15:22,6339,20895,FALSE,7.55E+17
Twitter for Android,Thank you to Jack Morgan Tamara Neo Cheryl Ann Kraft and all of my friends and supporters in Virginia. GREAT JOB!,07-17-2016 03:39:09,2842,12769,FALSE,7.55E+17
Twitter for Android,Goofy Elizabeth Warren who may be the least productive Senator in the U.S. Senate must prove she is not a fraud. Without the con it's over,07-17-2016 04:15:49,5613,20123,FALSE,7.55E+17
Twitter for Android,We are going to have a great time in Cleveland. Will lead to special results for our country. We will Make America Great Again!,07-17-2016 04:19:05,6116,22627,FALSE,7.55E+17
Twitter for Android,As the days and weeks go by  we see what a total mess our country (and world) is in - Crooked Hillary Clinton led Obama into bad decisions!,07-17-2016 11:55:21,5922,19592,FALSE,7.55E+17
Twitter for Android,It doesn't matter that Crooked Hillary has experience look at all of the bad decisions she has made. Bernie said she has bad judgement!,07-17-2016 12:06:18,6257,21515,FALSE,7.55E+17
Twitter for Android,I hope that Crooked Hillary picks Goofy Elizabeth Warren sometimes referred to as Pocahontas as her V.P. Then we can litigate her fraud!,07-17-2016 12:14:46,7073,23395,FALSE,7.55E+17
Twitter for Android,If Goofy Elizabeth Warren a very weak Senator didn't lie about her heritage (being Native American) she would be nothing today. Pick her H,07-17-2016 12:24:04,6003,21592,FALSE,7.55E+17
Twitter for Android,.@FoxNews is much better and far more truthful than @CNN which is all negative. Guests are stacked for Crooked Hillary! I don't watch.,07-17-2016 13:04:10,5488,20103,FALSE,7.55E+17
Twitter for Android,The ratings at @FoxNews blow away the ratings of @CNN - not even close. That's because CNN is the Clinton News Network and people don't like,07-17-2016 13:09:02,8804,29080,FALSE,7.55E+17
Twitter for iPhone,We grieve for the officers killed in Baton Rouge today. How many law enforcement and people have to...https://t.co/pPNrzG8kEa,07-17-2016 17:30:42,9655,25520,FALSE,7.55E+17
Twitter for Android,We are TRYING to fight ISIS and now our own people are killing our police. Our country is divided and out of control. The world is watching,07-17-2016 18:26:51,36051,86985,FALSE,7.55E+17
Twitter for Android,I will be on @60Minutes tonight at 7:00 P.M. with Mike Pence talking about LAW AND ORDER and many other subjects! Bad times for divided USA!,07-17-2016 18:39:36,5291,18867,FALSE,7.55E+17
Twitter for Android,Our country is totally divided and our enemies are watching. We are not looking good we are not looking smart we are not looking tough!,07-17-2016 21:22:23,15179,42940,FALSE,7.55E+17
Twitter for Android,President Obama just had a news conference but he doesn't have a clue. Our country is a divided crime scene and it will only get worse!,07-17-2016 21:26:50,12512,39837,FALSE,7.55E+17
Twitter for iPhone,RT @foxandfriends: STILL AHEAD: @realDonaldTrump joins us at 7am/et! #RNCinCLE https://t.co/TzGbDs88b3,07-18-2016 10:53:55,1942,0,TRUE,7.55E+17
Twitter for iPhone,Thank you Mahoning County Ohio! See you soon! #MakeAmericaSafeAgain https://t.co/TNJMUKImpK https://t.co/iFdqRvaL3q,07-18-2016 17:10:39,4977,15325,FALSE,7.55E+17
Twitter Web Client,Looking forward to being at the convention tonight to watch all of the wonderful speakers including my wife Melania. Place looks beautiful!,07-18-2016 17:28:04,6685,28983,FALSE,7.55E+17
Twitter for Android,.@CNN is the worst.They go to their dumb one-sided panels when a podium speaker is for Trump! VAST MAJORITY want: Make America Great Again!,07-18-2016 20:48:00,8285,29909,FALSE,7.55E+17
Twitter for Android,Networks other than low ratings @CNN have been very fair and exciting!,07-18-2016 20:51:55,4174,16391,FALSE,7.55E+17
Twitter for iPhone,#MakeAmericaSafeAgain!#GOPConvention #RNCinCLE https://t.co/QniZIsGrG8 https://t.co/Kvq6r6WkQ1,07-18-2016 23:04:11,7963,20422,FALSE,7.55E+17
Twitter for iPhone,Will be on @OreillyFactor tonight at 8:30pm @FoxNews- prior to Melania's speech at the #GOPConvention. Tune in- she will do great! #RNCinCLE,07-19-2016 00:21:49,2914,14390,FALSE,7.55E+17
Twitter for iPhone,It was truly an honor to introduce my wife Melania. Her speech and demeanor were absolutely incredible. Very proud! #GOPConvention,07-19-2016 04:14:11,12670,56572,FALSE,7.55E+17
Twitter for iPhone,#MakeAmericaWorkAgain#TrumpPence16 #RNCinCLE https://t.co/xlB2C1cpKp https://t.co/5Kv03luMZW,07-19-2016 19:34:40,8142,21285,FALSE,7.55E+17
Twitter for iPhone,#MakeAmericaWorkAgain #TrumpPence16 #RNCinCLE https://t.co/bsUp4MSysD https://t.co/mYBjp03XYf,07-19-2016 20:38:20,8033,21054,FALSE,7.56E+17
Twitter for Android,The ROLL CALL is beginning at the Republican National Convention. Very exciting!,07-19-2016 22:12:56,4183,21555,FALSE,7.56E+17
Twitter for Android,Such a great honor to be the Republican Nominee for President of the United States. I will work hard and never let you down! AMERICA FIRST!,07-19-2016 23:52:59,41616,129652,FALSE,7.56E+17
Twitter for Android,Congratulations to my children Don and Tiffany on having done a fantastic job last night. I am very proud of you!,07-20-2016 10:18:17,6534,37672,FALSE,7.56E+17
Twitter for Android,Bill Hemmer of @FoxNews was very nice in explaining the excitement and energy in the arena. More than in past years.,07-20-2016 12:47:56,3449,15173,FALSE,7.56E+17
Twitter for Android,In November I think the people of Ohio will remember that the Republicans picked Cleveland instead of going to another state. Jobs!,07-20-2016 12:51:58,5796,25013,FALSE,7.56E+17
Twitter Web Client,Good news is Melania's speech got more publicity than any in the history of politics especially if you believe that all press is good press!,07-20-2016 15:31:15,13165,51103,FALSE,7.56E+17
Twitter Web Client,The media is spending more time doing a forensic analysis of Melania's speech than the FBI spent on Hillary's emails.,07-20-2016 15:36:06,120661,249249,FALSE,7.56E+17
Twitter for iPhone,STATEMENT ON MELANIA SPEECHhttps://t.co/uzBOm21Pug,07-20-2016 17:02:19,6419,18696,FALSE,7.56E+17
Twitter Ads,URGENT: we’ve just announced a $2 million fundraising goal tonight. Please stand with us! https://t.co/Ssrh55C6hW https://t.co/2KjT4TJ07Y,07-20-2016 18:41:29,3807,5837,FALSE,7.56E+17
Twitter for Android,John Kasich was never asked by me to be V.P. Just arrived in Cleveland - will be a great two days!,07-20-2016 18:48:11,4997,19922,FALSE,7.56E+17
Twitter for iPhone,Watching the #GOPConvention#AmericaFirst #RNCinCLE,07-20-2016 23:49:18,2800,12562,FALSE,7.56E+17
Twitter for iPhone,#AmericaFirst #RNCinCLE https://t.co/PvdTA8HTCC,07-21-2016 00:50:21,4828,13018,FALSE,7.56E+17
Twitter Web Client,Thank you @IngrahamAngle! #AmericaFirst https://t.co/cv3I3xRSOK,07-21-2016 01:08:33,9839,27722,FALSE,7.56E+17
Twitter for Android,Thank you to Governor @ScottWalker for such warm support. Great speech!,07-21-2016 01:24:26,4361,19558,FALSE,7.56E+17
Twitter Ads,#TextTrump88022 for exclusive @realDonaldTrump updates!  We will Make America Great Again!,07-21-2016 01:52:25,2532,9639,FALSE,7.56E+17
Twitter Web Client,Thank you @ScottWalker! #AmericaFirst #RNCinCLE https://t.co/k2Poy3gGvQ,07-21-2016 01:56:56,6218,19450,FALSE,7.56E+17
Twitter Ads,Limited opportunity to get your OFFICIAL Trump gear! Shop now! https://t.co/LQMDdNkUwR https://t.co/KSAv65FuiD,07-21-2016 02:06:13,0,0,FALSE,7.56E+17
Twitter Ads,Limited opportunity to get your OFFICIAL Trump gear! Shop now! https://t.co/3lUaSztKYx https://t.co/ssNVgF7PTt,07-21-2016 02:19:28,419,1260,FALSE,7.56E+17
Twitter for iPhone,Great job @EricTrump! Proud of you! #AmericaFirst #RNCinCLEhttps://t.co/EE7C6XKDkt https://t.co/946U6bgREQ,07-21-2016 02:35:23,12161,39730,FALSE,7.56E+17
Twitter for Android,Wow Ted Cruz got booed off the stage didn't honor the pledge! I saw his speech two hours early but let him speak anyway. No big deal!,07-21-2016 03:45:48,20980,70468,FALSE,7.56E+17
Twitter for iPhone,Our next Vice President of the United States of America Gov. @Mike_Pence!#GOPinCLE #GOPConvention#AmericaFirst https://t.co/TZT3XcKp1c,07-21-2016 03:49:38,7156,25837,FALSE,7.56E+17
Twitter for Android,.@mike_pence was fantastic tonight. Will be a great V.P.,07-21-2016 03:53:28,6065,28177,FALSE,7.56E+17
Twitter for Android,Arena was packed totally electric!,07-21-2016 03:56:28,4169,21996,FALSE,7.56E+17
Twitter for iPhone,MAKE AMERICA GREAT AGAIN! https://t.co/qL9rjb7OsD,07-21-2016 04:00:25,8684,25376,FALSE,7.56E+17
Twitter Web Client,Great job @EricTrump! Proud of you!#AmericaFirst #RNCinCLE https://t.co/S7IHXDrmsJ,07-21-2016 04:32:03,7038,25907,FALSE,7.56E+17
Twitter for Android,I am soooo proud of my children Don Eric and Tiffany - their speeches under enormous pressure were incredible. Ivanka intros me tonight!,07-21-2016 12:37:53,8125,43268,FALSE,7.56E+17
Twitter for Android,Ted Cruz talks about the Constitution but doesn't say that if the Dems win the Presidency the new JUSTICES appointed will destroy us all!,07-21-2016 14:12:45,10654,32372,FALSE,7.56E+17
Twitter Ads,Limited opportunity to get your OFFICIAL Trump gear! Shop now!  https://t.co/3lUaSztKYx,07-21-2016 14:16:20,437,1307,FALSE,7.56E+17
Twitter for Android,Other than a small group of people who have suffered massive and embarrassing losses the party is VERY united. Great love in the arena!,07-21-2016 14:49:19,9418,38033,FALSE,7.56E+17
Twitter for iPad,Great job @IvankaTrump! #RNCinCLEhttps://t.co/swsAKE11F0,07-21-2016 14:56:49,6495,23493,FALSE,7.56E+17
Twitter Ads,We’ve just set a new goal: raise $4 million from our grassroots supporters by MIDNIGHT! https://t.co/Ssrh55C6hW https://t.co/9Hd6dRcojF,07-21-2016 16:45:23,169,326,FALSE,7.56E+17
Twitter Ads,We’ve just set a new goal: raise $4 million from our grassroots supporters by MIDNIGHT! https://t.co/Ssrh55C6hW https://t.co/8E0LiC8wYE,07-21-2016 16:47:02,1786,4123,FALSE,7.56E+17
Twitter for iPhone,Thank you @DonaldJTrumpJr. Proud of you! #RNCinCLE #TrumpPence2016 https://t.co/gobSNWughP,07-21-2016 17:00:24,6297,22356,FALSE,7.56E+17
Twitter Ads,I’m with you! I will work hard and never let you down. Make America Great Again! https://t.co/V92PkdHbG6 https://t.co/SQs6ERk6El,07-21-2016 18:49:27,293,577,FALSE,7.56E+17
Twitter Ads,I’m with you! I will work hard and never let you down. Make America Great Again! https://t.co/V92PkdHbG6 https://t.co/FhWHekyU4Q,07-21-2016 19:55:31,3517,9284,FALSE,7.56E+17
